trait_level	effect	effect_scope	value
land_encounters_trait_surprise_msa_skv_1	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
land_encounters_trait_surprise_msa_skv_1	wh_main_effect_ability_enable_stand_or_die	character_to_character_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh3_main_effect_attribute_enable_devestating_flanker	character_to_force_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh2_dlc09_effect_ability_cooldown_stay_here_ill_get_help	character_to_character_own	-50.0000
land_encounters_trait_surprise_cra_skv_1	wh2_dlc09_effect_ability_uses_stay_here_ill_get_help	character_to_character_own	3.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	10.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_force_stat_speed	general_to_force_own	30.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_ability_enable_stand_or_die	character_to_character_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_ability_enable_slippery	character_to_character_own	1.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_character_stat_armour	character_to_character_own	30.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_character_stat_melee_defence	character_to_character_own	12.0000
land_encounters_trait_surprise_cra_skv_1	wh_main_effect_character_stat_missile_resistance	character_to_character_own	10.0000
land_encounters_trait_surprise_iki_skv_1	wh2_dlc12_effect_ability_enable_adrenaline_rush	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_dlc12_effect_ability_enable_brass_orb_upgraded	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_dlc12_effect_ability_enable_secondwind_serum	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_dlc12_effect_ability_enable_unlimited_power	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_dlc12_effect_character_ammunition_type_concentrated_flame	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_cooldown_spells	character_to_character_own	-10.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_fire_resistance	character_to_character_own	20.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_magic_resistance	character_to_character_own	20.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_missile_damage	character_to_character_own	12.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_speed	character_to_character_own	20.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_unit_health	character_to_character_own	8.0000
land_encounters_trait_surprise_iki_skv_1	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_magic_ruin_reduce_wom_cost_flensing_ruin_upgrade	character_to_character_own	-8.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_magic_ruin_reduce_wom_cost_flensing_ruin	character_to_character_own	-6.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_magic_ruin_miscast_reduction_flensing_ruin_upgrade	character_to_character_own	-40.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_magic_ruin_enable_flensing_ruin	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_magic_ruin_enable_flensing_ruin_upgrade	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_warp_lightning_upgrade	character_to_character_own	-2.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_warp_lightning	character_to_character_own	-3.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_overcast_warp_lightning	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_miscast_warp_lightning_upgrade	character_to_character_own	-15.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_cooldown_warp_lightning	character_to_character_own	-50.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_howling_warpgale_upgrade	character_to_character_own	-2.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_howling_warpgale	character_to_character_own	-1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_overcast_howling_warpgale	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_miscast_howling_warpgale_upgrade	character_to_character_own	-15.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_cooldown_howling_warpgale	character_to_character_own	-30.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_enable_musk_of_fear	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_death_frenzy	character_to_character_own	-2.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_overcast_death_frenzy	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_miscast_death_frenzy_upgrade	character_to_character_own	-15.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_enable_death_frenzy	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_cooldown_death_frenzy	character_to_character_own	-50.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_death_frenzy_upgrade	character_to_character_own	-3.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_skaven_scorch_upgrade	character_to_character_own	-3.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_skaven_scorch	character_to_character_own	-2.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_overcast_skaven_scorch	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_miscast_skaven_scorch_upgrade	character_to_character_own	-15.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_enable_skaven_scorch	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_cooldown_skaven_scorch	character_to_character_own	-50.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_cracks_call_upgrade	character_to_character_own	-4.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_wom_cost_cracks_call	character_to_character_own	-3.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_overcast_cracks_call	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_miscast_cracks_call_upgrade	character_to_character_own	-15.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_enable_cracks_call	character_to_character_own	1.0000
land_encounters_trait_surprise_iki_skv_1	wh2_main_effect_ability_cooldown_cracks_call	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_miscast_vindictive_glare_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_overcast_vindictive_glare	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_vindictive_glare	character_to_character_own	-1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_vindictive_glare_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_cooldown_vindictive_glare	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_itchy_nuisance	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_cooldown_itchy_nuisance	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_itchy_nuisance	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_gorkll_fix_it	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_gorkll_fix_it	character_to_character_own	-1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_cooldown_gorkll_fix_it	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_night_shroud	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_miscast_night_shroud_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_overcast_night_shroud	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_night_shroud	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_night_shroud_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_cooldown_night_shroud	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_curse_of_da_bad_moon	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_miscast_curse_of_da_bad_moon_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_overcast_curse_of_da_bad_moon	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_curse_of_da_bad_moon	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_main_effect_ability_wom_cost_curse_of_da_bad_moon_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_cooldown_curse_of_da_bad_moon	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_sneaky_stabbin	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_evasion	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_ability_enable_arcane_conduit	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_character_stat_missile_resistance	character_to_character_own	10.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	25.0000
land_encounters_trait_battlefield_ggs_grn_1	wh2_dlc15_effect_ability_enable_dont_even_try_it	character_to_character_own	1.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	10.0000
land_encounters_trait_battlefield_ggs_grn_1	wh_main_effect_force_stat_melee_defence	general_to_force_own	5.0000
land_encounters_trait_battlefield_ska_grn_1	wh2_dlc15_effect_ability_enable_fermented_fungi	character_to_character_own	1.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_character_stat_physical_resistance	character_to_character_own	15.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_character_stat_speed	character_to_character_own	15.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	15.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_attribute_enable_stalk	general_to_force_own	1.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_force_stat_speed	general_to_force_own	15.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_ability_enable_stand_or_die	character_to_character_own	1.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1.0000
land_encounters_trait_battlefield_ska_grn_1	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_dlc15_effect_skill_physical_resistance_grn_trolls_giants_arachnorok_idol	general_to_force_own	20.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_force_stat_physical_resistance	general_to_force_own	5.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_dlc10_effect_attribute_enable_perfect_vigour	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_character_stat_melee_defence	character_to_character_own	15.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_character_stat_speed	character_to_character_own	25.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_dlc15_effect_magic_resistance_removed	region_to_force_enemy	-500.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_character_stat_enable_magic_attacks	general_to_force_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_dlc15_effect_leader_waaagh_wurrzag	character_to_force_own_unseen	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh_dlc06_effect_force_stat_physical_resistance_savage_orcs	general_to_force_own	20.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_tech_recruitment_cost_reduction_savage_orcs	general_to_force_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_tech_upkeep_reduction_savage_orcs	general_to_force_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_miscast_brain_bursta_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_overcast_brain_bursta	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_brain_bursta	character_to_character_own	-1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_brain_bursta_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_cooldown_brain_bursta	character_to_character_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_fists_of_gork	character_to_character_own	-1.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_cooldown_fists_of_gork	character_to_character_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_enable_fists_of_gork	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_miscast_eadbutt_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_overcast_eadbutt	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_eadbutt	character_to_character_own	-2.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_eadbutt_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_cooldown_eadbutt	character_to_character_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_ere_we_go	character_to_character_own	-2.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_cooldown_ere_we_go	character_to_character_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_enable_ere_we_go	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_miscast_foot_of_gork_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_overcast_foot_of_gork	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_foot_of_gork	character_to_character_own	-9.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_foot_of_gork_upgraded	character_to_character_own	-6.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_cooldown_foot_of_gork	character_to_character_own	-50.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_miscast_gaze_of_mork_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_overcast_gaze_of_mork	character_to_character_own	1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_gaze_of_mork	character_to_character_own	-1.0000
land_encounters_trait_battlefield_wur_grn_1	wh2_main_effect_ability_wom_cost_gaze_of_mork_upgraded	character_to_character_own	-1.0000
land_encounters_trait_battlefield_wur_grn_1	wh_main_effect_ability_cooldown_gaze_of_mork	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_miscast_fireball_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_overcast_fireball	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_fireball	character_to_character_own	-1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_fireball_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_cooldown_fireball	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_enable_kindleflame	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_enable_the_burning_head	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_miscast_the_burning_head_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_overcast_the_burning_head	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_the_burning_head	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_the_burning_head_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_cooldown_the_burning_head	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_enable_piercing_bolts_of_burning	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_miscast_piercing_bolts_of_burning_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_overcast_piercing_bolts_of_burning	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_piercing_bolts_of_burning	character_to_character_own	-2.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_piercing_bolts_of_burning_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_cooldown_piercing_bolts_of_burning	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_enable_flame_storm	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_miscast_flame_storm_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_overcast_flame_storm	character_to_character_own	1.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_flame_storm	character_to_character_own	-3.0000
land_encounters_trait_battlefield_ssf_def_1	wh2_main_effect_ability_wom_cost_flame_storm_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_ability_cooldown_flame_storm	character_to_character_own	-50.0000
land_encounters_trait_battlefield_ssf_def_1	wh3_main_effect_force_stat_weapon_strength_cth_melee	general_to_force_own	10.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_force_stat_speed	general_to_force_own	15.0000
land_encounters_trait_battlefield_ssf_def_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	10.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_ability_enable_hold_the_line	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	5.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	100.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_gaze_of_malice	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_force_stat_leadership	general_to_force_own	5.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-8.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_bladewind	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_cooldown_bladewind	character_to_character_own	-50.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_miscast_bladewind_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_overcast_bladewind	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_bladewind	character_to_character_own	-2.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_bladewind_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_cooldown_chillwind	character_to_character_own	-50.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_miscast_chillwind_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_overcast_chillwind	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_chillwind	character_to_character_own	-1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_chillwind_upgraded	character_to_character_own	-2.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_doombolt	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_cooldown_doombolt	character_to_character_own	-50.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_miscast_doombolt_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_overcast_doombolt	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_doombolt	character_to_character_own	-2.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_doombolt_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_spiteful_conjuration	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_cooldown_power_of_darkness	character_to_character_own	-50.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_power_of_darkness_hidden	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_power_of_darkness	character_to_character_own	-1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_cooldown_soul_stealer	character_to_character_own	-50.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_soul_stealer	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_soulstealer	character_to_character_own	-10.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_enable_word_of_pain	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_cooldown_word_of_pain	character_to_character_own	-30.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_miscast_word_of_pain_upgraded	character_to_character_own	-15.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_overcast_word_of_pain	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_word_of_pain	character_to_character_own	-2.0000
land_encounters_trait_battlefield_mal_def_1	wh2_main_effect_ability_wom_cost_word_of_pain_upgraded	character_to_character_own	-3.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_ability_enable_stand_or_die	character_to_character_own	1.0000
land_encounters_trait_battlefield_mal_def_1	wh3_main_effect_force_stat_weapon_strength_cth_melee	general_to_force_own	10.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_force_stat_speed	general_to_force_own	15.0000
land_encounters_trait_battlefield_mal_def_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	10.0000
land_encounters_trait_battlefield_mal_def_1	wh_dlc08_effect_ability_enable_greater_arcane_conduit	character_to_character_own	1.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_tzarkan_skill_terror	character_to_character_own_tzarkan	1.0000
land_encounters_trait_battlefield_mdb_def_1	wh_main_effect_force_stat_leadership_enemy_unit	character_to_force_enemy_provincewide	-7.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_effect_skill_unit_stat_fatigue_resistance_coldones	general_to_force_own	-50.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_character_stat_mod_melee_damage_versus_everything	character_to_character_own	20.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_malus_skill_stalk	character_to_character_own_malus	1.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_effect_enable_the_blood_price_cooldown	character_to_character_own	-20.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_effect_enable_the_daemons_curse_recharge	character_to_character_own	-20.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_effect_character_stat_melee_defence_malus	character_to_character_own_malus	10.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_malus_skill_missile_resist	character_to_character_own_malus	10.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_tzarkan_skill_ward_save	character_to_character_own_tzarkan	10.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_effect_enable_bloodstorm_cooldown	character_to_character_own	-20.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc14_effect_enable_reaper_of_souls_cooldown	character_to_character_own	-20.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_dlc11_effect_ritual_def_anath_raema_cold_ones	general_to_force_own	-20.0000
land_encounters_trait_battlefield_mdb_def_1	wh_main_effect_force_stat_speed	general_to_force_own	15.0000
land_encounters_trait_battlefield_mdb_def_1	wh_main_effect_force_stat_melee_attack	general_to_force_own	10.0000
land_encounters_trait_battlefield_mdb_def_1	wh_main_effect_force_stat_missile_damage	general_to_force_own	10.0000
land_encounters_trait_battlefield_mdb_def_1	wh2_main_effect_ability_enable_strength_through_spite	character_to_character_own	1.0000
land_encounters_trait_battlefield_mdb_def_1	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1.0000
land_encounters_trait_battlefield_mdb_def_1	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_character_stat_speed	character_to_character_own	15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_force_stat_speed	army_to_army_own	15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_force_stat_melee_attack_zombies	character_to_force_own_factionwide	12.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_character_stat_melee_defence	character_to_character_own	15.0000
land_encounters_trait_battlefield_hel_vmp_1	wh3_main_effect_force_stat_ward_save_zombies	character_to_force_own_factionwide	10.0000
land_encounters_trait_battlefield_hel_vmp_1	wh_main_effect_character_stat_armour	character_to_character_own	25.0000
